rs_school_emis_code,sc_total_exp_current_year,sc_balance,total_funds_available
39110024,322832,87440,410272
39110025,89235,156673,245908
39110026,277934,272151,550085
39110027,42153,250791,292944
39110028,269251,2779,272030
39110029,0,221037,221037
39110030,331000,179215,510215
39110031,203286,233,203519
39110032,145000,339791,484791
39110033,103842,271754,375596
39110034,266844,3283,270127
39110035,137612,68305,205917
39110036,140452,2711,143163
39110037,0,0,0
39110038,160890,150538,311428
39110040,0,826,826
39110041,204415,372403,576818
39110042,139590,142762,282352
39110043,0,474478,474478
39110044,129000,48866,177866
39110045,115588,95549,211137
39110046,168904,1018,169922
39110047,78687,227914,306601
39110048,262443,41936,304379
39110049,80000,95525,175525
39110050,0,347879,347879
39110051,319335,55896,375231
39110052,82000,114033,196033
39110053,525500,17240,542740
39110054,0,349646,349646
39110055,163000,165730,328730
39110056,134800,838780,973580
39110057,192815,509223,702038
39110058,38000,324914,362914
39110059,304068,41679,345747
39110060,212003,402982,614985
39110061,0,312999,312999
39110062,218,422510,422728
39110063,0,429862,429862
39110064,413409,394393,807802
39110065,133000,250209,383209
39110066,180820,3728,184548
39110067,236468,193742,430210
39110068,183,431595,431778
39110069,57222,595125,652347
39110070,344135,818041,1162176
39110071,123000,126434,249434
39110072,169186,227289,396475
39110073,0,311494,311494
39110074,0,221353,221353
39110075,35,355878,355913
39110076,0,267869,267869
39110077,284054,519,284573
39110078,0,107235,107235
39110079,89884,104660,194544
39110080,5060,158150,163210
39110081,126600,11419,138019
39110082,100000,88554,188554
39110083,55026,80469,135495
39110084,34804,306216,341020
39110085,83110,25172,108282
39110086,0,193336,193336
39110087,0,94891,94891
39110088,260782,194193,454975
39110089,0,167482,167482
39110090,190000,9223,199223
39110091,100000,82998,182998
39110092,130200,46915,177115
39110093,0,418467,418467
39110094,115000,107393,222393
39110095,226622,17323,243945
39110096,17530,240897,258427
39110097,117000,61671,178671
39110098,108652,54390,163042
39110099,50000,195056,245056
39110100,0,0,0
39110101,100000,8224,108224
39110102,194662,611,195273
39110103,110000,1943,111943
39110104,34448,114470,148918
39110105,0,0,0
39110106,100000,65287,165287
39110107,99000,175008,274008
39110108,75,266328,266403
39110109,12059,217858,229917
39110110,100000,45356,145356
39110111,78,318573,318651
39110112,34650,191207,225857
39110113,308890,3294,312184
39110114,50000,132052,182052
39110115,46268,605331,651599
39110116,223533,0,223533
39110117,114000,46893,160893
39110119,125046,52160,177206
39110120,75000,118613,193613
39110121,108362,13731,122093
39110122,128000,321,128321
39110123,200000,13450,213450
39110124,0,317363,317363
39110125,178573,402,178975
39110126,0,294235,294235
39110127,0,0,0
39110128,207355,0,207355
39110129,157000,541,157541
39110130,10000,201455,211455
39110131,102444,1245,103689
39110132,55527,146126,201653
39110133,116566,222305,338871
39110135,0,163410,163410
39110136,0,177447,177447
39110137,129108,30604,159712
39110138,0,0,0
39110139,119000,195209,314209
39110140,150000,43565,193565
39110142,0,360111,360111
39110143,30000,289648,319648
39110144,321303,147336,468639
39110145,100056,33995,134051
39110146,66813,94785,161598
39110147,100000,76880,176880
39110148,39138,99865,139003
39110149,114950,206787,321737
39110150,193210,167970,361180
39110151,120000,6730,126730
39110152,154678,53905,208583
39110153,150000,87134,237134
39110154,143023,26529,169552
39110155,0,518997,518997
39110156,50076,192460,242536
39110157,88850,480338,569188
39110158,110000,83691,193691
39110159,100000,19616,119616
39110160,50000,365526,415526
39110161,180076,1129,181205
39110162,241245,2557,243802
39110163,145000,42416,187416
39110164,82000,354,82354
39110165,70000,7743,77743
39110166,83350,649681,733031
39110167,0,326498,326498
39110168,0,249065,249065
39110171,447829,29705,477534
39110172,82000,111317,193317
39110174,50216,350683,400899
39110176,183,375243,375426
39110177,160000,1139,161139
39110178,169300,147,169447
39110179,60942,206735,267677
39110180,203724,38442,242166
39110181,150000,247,150247
39110182,150000,860,150860
39110183,23570,133287,156857
39110184,63070,24262,87332
39110185,192251,101212,293463
39110186,50000,186716,236716
39110187,106447,15335,121782
39110188,153030,1675,154705
39110189,195844,466,196310
39110190,177000,3312,180312
39110191,40035,149814,189849
39110192,128111,4987,133098
39110193,89000,169,89169
39110194,77035,165926,242961
39110195,172091,1,172092
39110196,80728,117083,197811
39110197,41000,49689,90689
39110198,100000,221650,321650
39110199,230000,6150,236150
39110200,500870,154685,655555
39110201,290035,1573,291608
39110202,150099,6630,156729
39110204,79998,32372,112370
39110205,80033,740,80773
39110206,148554,91,148645
39110207,145,213652,213797
39110208,96000,1085,97085
39110209,64000,321,64321
39110210,81911,883,82794
39110211,50000,257216,307216
39110212,115933,248610,364543
39110213,4,147559,147563
39110214,70000,139680,209680
39110215,68729,2436,71165
39110216,70000,1549,71549
39110217,50000,68474,118474
39110218,31359,84972,116331
39110219,120727,55143,175870
39110220,57296,41458,98754
39110221,145000,31860,176860
39110224,30000,41292,71292
39110225,150000,114121,264121
39110226,92088,913,93001
39110227,120000,20796,140796
39110229,45000,20294,65294
39110231,66809,14057,80866
39110232,50000,57770,107770
39110233,40019,26487,66506
39110234,40000,81163,121163
39110236,50000,55064,105064
39110238,20,118263,118283
39110239,66400,201,66601
39110241,179427,2137,181564
39110242,0,172940,172940
39110244,0,47925,47925
39110245,35000,21890,56890
39110246,68783,4973,73756
39110247,84362,1371,85733
39110248,30000,10567,40567
39110249,68525,83045,151570
39110250,20000,107637,127637
39110251,65156,60256,125412
39110252,0,76255,76255
39110253,45000,28794,73794
39110254,40000,19704,59704
39110255,0,0,0
39110256,60000,12026,72026
39110257,63300,5049,68349
39110258,250274,9436,259710
39110259,0,68098,68098
39110260,43045,59885,102930
39110265,35820,70677,106497
39110268,37800,18700,56500
39110269,33467,115743,149210
39110270,65016,10549,75565
39110271,0,69865,69865
39110272,30000,83277,113277
39110273,50034,27930,77964
39110274,130000,660,130660
39110276,57550,58258,115808
39110277,50000,9508,59508
39110278,20012,33881,53893
39110279,92000,221,92221
39110281,133000,49353,182353
39110283,86000,175537,261537
39110284,10000,31522,41522
39110285,40000,46800,86800
39110286,50000,240002,290002
39110287,6000,45415,51415
39110288,175000,65492,240492
39110289,82050,33176,115226
39110290,17500,37385,54885
39110291,70000,75202,145202
39110292,0,0,0
39110293,51000,144377,195377
39110297,12011,39077,51088
39110299,30000,35522,65522
39110300,0,0,0
39110301,50023,67030,117053
39110302,41617,111634,153251
39110303,31,138364,138395
39110304,32000,35430,67430
39110305,90000,1921,91921
39110306,0,47467,47467
39110307,60000,66155,126155
39110308,0,96600,96600
39110309,71293,142119,213412
39110310,40000,102117,142117
39110311,156000,483,156483
39110312,138775,275,139050
39110313,0,0,0
39110314,39,154475,154514
39110316,50000,18686,68686
39110317,0,52955,52955
39110318,50000,30559,80559
39110319,85268,135,85403
39110320,5904,57713,63617
39110321,87000,16098,103098
39110322,0,0,0
39110323,61984,203,62187
39110324,40016,42518,82534
39110325,0,0,0
39110326,25096,210384,235480
39110327,108522,565,109087
39110328,36030,40764,76794
39110329,30500,15338,45838
39110330,50000,15135,65135
39110331,85000,11826,96826
39110333,79015,371,79386
39110334,147000,26262,173262
39110335,40000,142193,182193
39110337,30000,53569,83569
39110338,30000,159963,189963
39110339,78000,392,78392
39110340,60000,37867,97867
39110341,50000,132508,182508
39110343,94000,627,94627
39110344,200000,92792,292792
39110345,0,114410,114410
39110346,107280,23511,130791
39110349,70001,1427,71428
39110350,116000,44536,160536
39110351,0,210893,210893
39110352,20000,60810,80810
39110353,48600,5351,53951
39110355,59,137923,137982
39110356,98123,174650,272773
39110357,130078,55438,185516
39110359,100218,38892,139110
39110361,35000,37634,72634
39110363,85500,39453,124953
39110364,120000,3151,123151
39110365,140000,16456,156456
39110367,50000,119,50119
39110368,65000,43822,108822
39110373,90022,148181,238203
39110374,86000,164,86164
39110375,87000,292,87292
39110376,150000,94250,244250
39110377,40000,54361,94361
39110379,0,117168,117168
39110380,200325,29844,230169
39110382,69000,964,69964
39110383,38000,20840,58840
39110384,50000,16521,66521
39110385,85000,149462,234462
39110388,38000,18191,56191
39110389,48000,2993,50993
39110390,20000,66595,86595
39110392,50000,40906,90906
39110394,0,242288,242288
39110395,57500,1293,58793
39110396,0,265160,265160
39110397,65043,0,65043
39110398,90000,852,90852
39110399,50000,90460,140460
39110400,105000,4939,109939
39110401,0,0,0
39110402,53900,79,53979
39110403,50000,10400,60400
39110405,119741,20683,140424
39110407,75000,17844,92844
39110408,10040,430,10470
39110409,86611,1990,88601
39110410,50000,82582,132582
39110411,40000,68758,108758
39110413,14320,119902,134222
39110414,70500,18026,88526
39110416,44894,16083,60977
39110418,88000,1172,89172
39110419,115584,95,115679
39110420,150000,68797,218797
39110421,70062,86445,156507
39110422,42000,396,42396
39110423,169894,378,170272
39110424,63200,400,63600
39110425,205575,10,205585
39110426,15000,79865,94865
39110427,44000,6232,50232
39110428,175000,506,175506
39110429,80000,60450,140450
39110430,0,160668,160668
39110431,122500,26784,149284
39110432,99039,92402,191441
39110433,118102,137655,255757
39110434,20000,461530,481530
39110435,82000,59248,141248
39110437,45000,99372,144372
39110438,21000,116938,137938
39110439,0,140803,140803
39110440,39008,768,39776
39110441,66025,13143,79168
39110442,203000,98461,301461
39110443,5022,47119,52141
39110444,92000,1211,93211
39110447,94040,101262,195302
39110448,56500,58112,114612
39110449,101398,10451,111849
39110450,82705,1858,84563
39110451,49800,4149,53949
39110452,0,405022,405022
39110453,4000,93436,97436
39110454,84000,1435,85435
39110455,113701,33653,147354
39110456,59000,303,59303
39110457,77560,1676,79236
39110458,50000,140000,190000
39110459,30000,23433,53433
39110460,30000,19180,49180
39110461,101000,3605,104605
39110462,55848,140641,196489
39110463,93450,37,93487
39110464,150000,6217,156217
39110465,49232,403500,452732
39110467,0,60279,60279
39110469,115000,20,115020
39110470,138000,23814,161814
39110471,102000,5191,107191
39110473,60000,10326,70326
39110474,0,71492,71492
39110475,120000,1162,121162
39110477,45000,421575,466575
39110478,55032,6515,61547
39110479,57000,20504,77504
39110480,174491,436009,610500
39110482,140000,2250,142250
39110483,20000,45734,65734
39110484,96680,114246,210926
39110485,72000,242,72242
39110486,112566,77835,190401
39110487,67022,742,67764
39110488,50000,8839,58839
39110489,93016,47413,140429
39110491,56000,1106,57106
39110493,131000,809,131809
39110494,74400,1460,75860
39110495,0,0,0
39110497,101580,77857,179437
39110498,93687,52000,145687
39110499,94000,7229,101229
39110501,111000,16212,127212
39110502,170080,30729,200809
39110503,255000,1391,256391
39110504,75000,525,75525
39110506,135712,5292,141004
39110507,57500,1233,58733
39110508,110594,204901,315495
39110509,72828,173400,246228
39110510,36000,10739,46739
39110511,40072,113488,153560
39110512,58029,0,58029
39110513,72000,100332,172332
39110514,35300,58348,93648
39110515,0,0,0
39110516,41930,385601,427531
39110517,57000,133,57133
39110519,203239,129055,332294
39110520,207033,37083,244116
39110521,0,136949,136949
39110522,100000,29380,129380
39110523,50035,227299,277334
39110524,9003,385,9388
39110525,70000,97740,167740
39110526,70000,4691,74691
39110527,100000,86615,186615
39110528,69374,185,69559
39110529,49400,103668,153068
39110530,84019,233,84252
39110531,92598,1348,93946
39110533,54270,253877,308147
39110534,55010,348,55358
39110535,50020,2339,52359
39110536,50048,57428,107476
39110537,50000,410,50410
39110538,0,0,0
39110539,53800,225,54025
39110540,50000,1919,51919
39110541,100000,23771,123771
39110542,130000,2609,132609
39110543,110472,190886,301358
39110544,65000,4212,69212
39110545,152700,154,152854
39110546,71219,13494,84713
39110547,81160,244,81404
39110548,90030,8175,98205
39110549,63509,16729,80238
39110550,44000,350,44350
39110551,108000,11669,119669
39110552,221517,100271,321788
39110553,130035,22096,152131
39110554,95000,3211,98211
39110556,55290,33289,88579
39110557,70000,24372,94372
39110558,30000,28459,58459
39110559,63000,26086,89086
39110560,73566,0,73566
39110561,90055,67080,157135
39110562,62800,20581,83381
39110563,50000,168240,218240
39110564,0,98047,98047
39110565,51000,1901,52901
39110567,126426,0,126426
39110568,105000,62015,167015
39110569,60000,2580,62580
39110570,15000,29828,44828
39110571,159020,4125,163145
39110572,70325,3114,73439
39110573,75800,156,75956
39110574,60000,7119,67119
39110575,90000,17649,107649
39110576,146000,3313,149313
39110577,90000,25806,115806
39110578,70000,7637,77637
39110579,0,52946,52946
39110580,6000,61478,67478
39110581,30000,235824,265824
39110582,20000,44014,64014
39110583,85000,48195,133195
39110584,319781,59586,379367
39110585,50000,9725,59725
39110586,53000,78,53078
39110587,20000,48712,68712
39110588,120000,16597,136597
39110589,120570,812,121382
39110590,87420,4219,91639
39110591,42868,33191,76059
39110599,125479,68971,194450
39110600,46000,40673,86673
39110610,260000,86093,346093
39110611,0,187841,187841
39110613,155859,359456,515315
39110614,162252,27816,190068
39110615,114000,10920,124920
39110620,844341,500,844841
39110644,30000,36261,66261
39110645,48000,975,48975
39110646,0,58313,58313
39110647,18319,84800,103119
39110648,70000,6918,76918
39110650,60000,7205,67205
39110652,28500,24039,52539
39120001,220324,457004,677328
39120002,212133,237626,449759
39120003,612700,0,612700
39120004,783616,12461,796077
39120005,633792,622330,1256122
39120006,560970,1123538,1684508
39120007,0,894253,894253
39120008,597460,860148,1457608
39120010,304133,3314,307447
39120011,176796,222000,398796
39120012,310066,2023005,2333071
39120014,298359,66498,364857
39120015,561352,430175,991527
39120016,428035,584674,1012709
39120017,316116,74489,390605
39120018,166000,228634,394634
39120019,0,272000,272000
39120020,301498,7254,308752
39120021,451842,0,451842
39120022,99750,347247,446997
39120023,260304,297927,558231
39120024,220000,305206,525206
39120025,355702,325009,680711
39120026,135051,452255,587306
39120027,221099,2581,223680
39120028,69612,445047,514659
39120029,297108,293035,590143
39120030,406585,55825,462410
39120031,86089,938455,1024544
39120032,403663,412558,816221
39120033,258000,9000,267000
39120034,0,325698,325698
39120035,0,0,0
39120036,123189,229954,353143
39120037,289736,309411,599147
39120038,0,486297,486297
39120039,176752,12255,189007
39120040,0,4125,4125
39120041,355119,209,355328
39120042,480821,747,481568
39120043,481193,246672,727865
39120044,0,819019,819019
39120045,372339,198978,571317
39120046,200129,325341,525470
39120047,479332,122,479454
39120048,264000,428,264428
39120049,336235,6218,342453
39120050,175586,44967,220553
39120051,300098,1295,301393
39120052,123638,70391,194029
39120053,460080,240,460320
39120054,0,373559,373559
39120055,249200,108692,357892
39120056,103053,113238,216291
39120057,66164,521271,587435
39120058,450867,0,450867
39120059,149999,147429,297428
39120060,260184,4032,264216
39120061,105000,33319,138319
39120062,309990,70727,380717
39120063,1056858,5270,1062128
39120064,1017600,2860,1020460
39120065,546130,549522,1095652
39120066,10000,1879600,1889600
39120067,281150,18495,299645
39120068,0,415010,415010
39120069,0,867226,867226
39120070,478858,361,479219
